hs4,hs_revision,supports_top50_line,top50_line_name,primary_ccod_rubro,primary_rubro_name,attribution_type,in_opex_named,n_firms,evidencing_firms_sample,evidence_sources,usd_promedio_anual,usd_acumulado_2023_2025,share_2023_2025,descripcion_top_ncm,n_ncm,max_rubro_opex_2023_2025_avg_usd
3917,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,9,AKWEL CORDOBA ARGENTINA SA; GOMACORD S.A.; INFOREST SRL; O-TEK; PLASTICOS SAN FRANCISCO SRL,registry-declared,4072684.6868063,12218054.0604189,0.0004147370078254,"Tubos de plástico,s/reforzar ni combinar c/otra materia,ncop.,s/accesorios",13,4072684.6868063
8529,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,3822793.3434643983,11468380.030393194,0.00038928961968,"Partes p/los aparatos de las partidas 8525 a 8528,ncop.",5,3822793.3434643983
1602,HS92,201B,Conservas y preparados de carnes,201B,Conservas y preparados de carnes,clean,yes,11,FRIGORÍFICO SAN ANTONIO; ARTE & SABORES DELICATESSEN / CALEUFU GOURMET; BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN; FRIGORIFICO QUALITA S.A.; FRIGORIFICO SAN FRANCISCO SA / GRUPO BELTRÁN,targeted+registry-declared,3650039.4567918074,10950118.370375425,0.0003716974328159,Preparaciones bovinas,2,3650039.4567918074
3004,HS92,302C,Productos farmacéuticos,302C,Productos farmacéuticos,aggregate-broad-chapter,yes,7,KLONAL; QUIMICA LUAR; SAVANT; TEDEQUIM SRL; TISSUM,registry-declared,3629218.033457761,10887654.100373285,0.0003695771079009,"Medicamentos c/penicilinas o derivados,ncop.,acondicionados p/la venta por menor",20,3629218.033457761
8716,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,34,CINZIA VEHÍCULOS; AKRON; ASCANELLI SA; AGROMEC SA; COMOFRA,targeted+registry-declared,3565892.800122256,10697678.400366768,0.0003631284579776,"Remolques y semirremolques,autocargadores o autodescargadores p/uso agrícola",6,3565892.800122256
8422,HS92,312AE,Máquinas para limpiar/llenar/cerrar botellas,312AE,Máquinas para limpiar/llenar/cerrar botellas,clean,yes,18,ADK; AGROMEC SA; AKRON; BAG BIO; ENVAMEC,registry-declared,3378999.590115849,10136998.770347549,0.0003440964099155,Llenadora de cajas o sacos(bolsas) c/polvos o granulados,6,3378999.590115849
8421,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,17,AB FUNDAS; ABELARDO CUFFIA SA; DREAN / AURORA / PATRIOT; FILTROS ALKA; INDUSPLAST,registry-declared,2965865.776768352,8897597.330305055,0.0003020254187253,Aparatos p/filtrar o depurar agua,15,2965865.776768352
1516,HS92,208AZ,Otros aceites,208AZ,Otros aceites,aggregate-resto,yes,2,RDC S.A / RDC LEVADURAS / GRUPO BELTRÁN; WILBEY TENSOACTIVOS ARGENTINOS SRL,registry-declared,2955486.446767996,8866459.340303987,0.0003009684519825,"Grasas y aceites animales hidrogenados,interesterificados,reesterificados o elaidinizados",2,2955486.446767996
2811,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,1,GAS CARBONICO CHIANTORE SAI,registry-declared,2952778.6067679035,8858335.82030371,0.0003006927023123,Dióxido de carbono,1,2952778.6067679035
8424,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,15,INDAIRE S.R.L.; INFOREST SRL; METALFOR S.A.; SANTIAGO PRANDI SISTEMAS DE RIEGO S.A.; VULCANO / VULLETIC,registry-declared,2893008.530099187,8679025.590297561,0.0002946060875455,Pulverizadores no portátiles para agricultura u horticultura,7,2893008.530099187
8481,HS92,312AM,Grifería y similares,312AM,Grifería y similares,clean,yes,7,LIVENZA - SOHIPREN SA; PILMHOR SA; VENTURI HNOS.; BOETTO SH; HYDROM OLEODINAMICA S.R.L,registry-declared,2864056.9634315274,8592170.890294584,0.0002916578391406,"Artículos de grifería y órganos similares para tuberías,calderas,depósitos,cubas o continentes similares,ncop.",14,2864056.9634315274
1502,HS92,208B,Grasas y sebos,208B,Grasas y sebos,clean,yes,0,,,2790332.890095667,8370998.670287002,0.0002841502356969,"Sebo bovino,fundido",2,2790332.890095667
0701,HS92,104Z,Resto de hortalizas y legumbres sin elaborar,104Z,Resto de hortalizas y legumbres sin elaborar,resto,yes,12,BESSO HNOS; AGROPECUARIA VILLA DOLORES SA; EL RELINCHO PAPAS; EL RELINCHO PRODUCTOS AGRICOLAS; LA CERRILLENSE,targeted+registry-declared,2700111.2900925735,8100333.87027772,0.0002749626262196,Papas frescas o refrigeradas excluidas p/siembra,2,2700111.2900925735
8501,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,3,ADAS SRL; MOTORES Y SERVICIOS SA; ROSSUAR,registry-declared,2695163.796759071,8085491.3902772125,0.0002744588041123,"Motores de corriente alterna,monofásicos,excluidos síncronos,de potencia <= a 15 kW",10,2695163.796759071
8426,HS92,312AF,"Máquinas y aparatos para la elevación, carga y descarga",312AF,"Máquinas y aparatos para la elevación, carga y descarga",aggregate-broad,yes,6,AXIONLIFT; HIDRO-GRUBERT - PALFINGER; REFIRE; SYRA; FERIOLI S.A.,targeted+registry-declared,2555664.7067542877,7666994.120262862,0.0002602530799691,Maquinas y aparatos de elevación concebidos p/montarlos s/vehículos de carreteras,5,2555664.7067542877
0504,HS92,204,Otros productos de origen animal,204,Otros productos de origen animal,clean,yes,4,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN; MENUDENCIAS DEL CENTRO S.A. - GRUPO BELTRÁN; OSCAR DULCE; RDC S.A / RDC LEVADURAS / GRUPO BELTRÁN,registry-declared,2555208.633420939,7665625.900262817,0.0002602066362829,Vejigas y estómagos de animales excluidos pescados,3,2555208.633420939
8450,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,2,DREAN / AURORA / PATRIOT; ALOÑA,registry-declared,2541345.393420464,7624036.180261391,0.0002587948897032,"Máquinas totalmente automáticas,p/lavar ropa de capacidad <= a 10 kg.",3,2541345.393420464
7309,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,10,BERTOTTO BOGLIONE; INDUMIX; ETI; LEUCA SISTEMAS DE AIRE; TECNUS,targeted+registry-declared,2511842.5867527854,7535527.760258357,0.0002557905064276,"Cisternas,cubas y similares capacidad > a 300l.excluidas p/gases,de fundición,hierro o acero,ncop.",2,2511842.5867527854
8707,HS92,313BC,Partes y piezas de vehículos y tractores,313BC,Partes y piezas de vehículos y tractores,aggregate-broad,yes,6,ECONOVO; SCORZA; FERIOLI S.A.; METALÚRGICA ROGER; SICA,registry-declared,2359507.730080896,7078523.190242688,0.0002402776672313,"Carrocerías incluidas las cabinas de vehículos automóviles,ncop.",3,2359507.730080896
6116,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,3,GAMISOL; ZB ARGENTINA /GUANTEX INDUSTRIAL; FERRETERA GENERAL PAZ SRL,registry-declared,2229116.023409759,6687348.070229278,0.0002269993826528,"Guantes,mitones y manoplas ncop.de punto,de fibras sintéticas",4,2229116.023409759
1515,HS92,208AH,Aceite de maíz,208AH,Aceite de maíz,clean,yes,5,GRUPO ARCOR; ACA BIO; ACEITES DEL DESIERTO; BIO4; HONGOS & FUNGHI,targeted+registry-declared,2170606.1267410866,6511818.380223259,0.0002210410968196, Aceite de maíz en bruto,2,2170606.1267410866
4819,HS92,306A,"Papel,cartón y sus manufacturas",306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,yes,5,ROTATIVAS CÓRDOBA S.A; CERVENY / TURBOVAC; NEOTRADE; PAPELERA CUMBRE SA; SOLUCIONES GRÁFICAS,registry-declared,2110921.9034057064,6332765.710217119,0.0002149632248251,"Otros envases incluidas fundas p/discos,de papel,cartón guata o napa de fibras de celulosa,ncop.",6,2110921.9034057064
7801,HS92,311D,Plomo,311D,Plomo,clean,yes,1,ITHURBIDE,registry-declared,2059997.120070627,6179991.360211881,0.0002097773599991,"Plomo excluido refinado,c/antimonio como el otro elemento predominante en peso",2,2059997.120070627
2101,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,2,VERDEFLOR; LA CUMBRECITA,registry-declared,1927470.613399417,5782411.8401982505,0.0001962816805981,"Extractos,esencias y concentrados de yerba mate",2,1927470.613399417
7326,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,12,BESORA HNOS SRL; ELECTRO CORDOBA SA; FUMISCOR; MAGNO; METALURGICA MONTICELLI,registry-declared,1852854.853396859,5558564.560190577,0.0001886832733017,Manufacturas de hierro o acero ncop.,3,1852854.853396859
1207,HS92,107Z,Resto semillas y frutos oleaginosos,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,yes,12,BRO FOOD SUPPLIER; CAPYC; CONCI SRL; CONO GROUP; DESARROLLOS AGRÍCOLAS ARGENTINOS SA,registry-declared,1834836.9867295744,5504510.960188722,0.0001868484452501,Semilla de sésamo excluida p/siembra,4,1834836.9867295744
8474,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,10,INDUMIX; CREX EXPORT SA; ECONOVO; LASSO SA; TECNUS,targeted+registry-declared,1765597.6367272,5296792.910181601,0.0001797975382803,Hormigoneras y aparatos de amasar mortero,7,1765597.6367272
3824,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,5,ALPHA QUIMICA S.R.L.; NANOMIX; AQUAMAR; CLEAN COR S.A.; FACYT,registry-declared,1686889.8167245018,5060669.450173506,0.0001717824209141,Carburos metálicos s/aglomerar mezclados entre sí o c/aglutinantes metálicos,8,1686889.8167245018
2929,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,2,Petroquímica Río Tercero; PETROQUÍMICA RIO TERCERO SA,targeted+registry-declared,1673624.363390714,5020873.090172142,0.0001704315492296,Mezcla de isomeros de diisocianatos de tolueno,1,1673624.363390714
8431,HS92,312AF,"Máquinas y aparatos para la elevación, carga y descarga",312AF,"Máquinas y aparatos para la elevación, carga y descarga",aggregate-broad,yes,6,COSTANTINI; EVOLUTION CONTROL CABLE; OMAR MARTIN; ESTABLECIMIENTO METALURGICO MF S.R.L.; G&P IMPLEMENTOS,registry-declared,1628457.5467224987,4885372.640167496,0.0001658320401003,"Partes de máquinas o aparatos de la partida 84.28,ncop.",10,1628457.5467224987
8423,HS92,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,yes,8,BALCOPPAN INTERNACIONAL; ENVAMEC; IGB TECNOLOGÍA; INDUMIX; SYSTEL S.A.,registry-declared,1613019.2167219692,4839057.650165908,0.0001642598961013,Dosificadoras c/equipos periféricos que constituyan unidad funcional,8,1613019.2167219692
8701,HS92,313BZ,Resto de vehículos automóviles/tractores/ciclos,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,yes,3,METALFOR S.A.; PAUNY; ROLAND H,registry-declared,1579662.1967208255,4738986.5901624765,0.0001608630235886,"Tractores ncop., con motor de potencia > a 130 kW, excepto los de 8701.95.10",6,1579662.1967208255
8479,HS92,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,yes,33,ASCANELLI SA; BERTOTTO BOGLIONE; DARIO DELFABRO S.R.L.; FADICAD SA; GEA GERGOLET AGRÍCOLA,registry-declared,1575490.8967206827,4726472.690162048,0.0001604382442075, Otras máquinas y aparatos mecánicos con función propia n.c.o.p.,8,1575490.8967206827
3002,HS92,302C,Productos farmacéuticos,302C,Productos farmacéuticos,aggregate-broad-chapter,yes,4,BRIZUELA-LAB; NATOCOR; SERVQUIM SA; FACYT,targeted+registry-declared,1571515.293387213,4714545.880161639,0.000160033393364,"Inmunoglobulina G, liofilizada o en solución",5,1571515.293387213
3401,HS92,302G,"Jabones, productos orgánicos tensoactivos, ceras",302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,yes,5,EQUI CARE; JOSE GUMA S.A.; SERVQUIM SA; CLEAN COR S.A.; PASQUALE,registry-declared,1478214.7800506807,4434644.340152042,0.0001505322464043,"Jabón de tocador excluido medicinal,en panes o similares,papel,guatas o telas s/tejer impregnadas en él",4,1478214.7800506807
2905,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,0,,,1468280.6800503402,4404842.0401510205,0.0001495206191298, Glicerol,1,1468280.6800503402
2102,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,2,RDC S.A / RDC LEVADURAS / GRUPO BELTRÁN; LINCE S.A.,registry-declared,1416147.333381886,4248442.000145658,0.0001442116816922,Levaduras vivas excluida la saccharomyces boulardii,1,1416147.333381886
8512,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,1393029.066714427,4179087.200143281,0.0001418574604645,Faros eléctricos p/vehículos excluidas bicicletas,9,1393029.066714427
9306,HS92,399D,Armas y municiones,399D,Armas y municiones,clean,yes,1,FÁBRICA DE BALINES APOLO,registry-declared,1348153.3133795552,4044459.9401386655,0.0001372875914239,"Partes de cartuchos p/armas largas c/cañón de ánima lisa,balines p/rifles aire comprimido",1,1348153.3133795552
9031,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,18,ABELARDO CUFFIA SA; AFENSIS; B&M; EQUILIBRADORAS TOB SRL; IE-MAT,registry-declared,1332716.3500456922,3998149.050137077,0.0001357155865978,Instrumentos y aparatos o máquinas de medida o control ncop.,9,1332716.3500456922
8803,HS92,314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",clean,yes,1,FIXVIEW SRL,registry-declared,1317501.6667118373,3952505.000135512,0.0001341662173915,,1,1317501.6667118373
0511,HS92,204,Otros productos de origen animal,204,Otros productos de origen animal,clean,yes,3,BIOGEN ARGENTINA SA; MENUDENCIAS DEL CENTRO S.A. - GRUPO BELTRÁN; EL ATARDECER,registry-declared,1314778.4900450774,3944335.470135232,0.00013388890593,"Productos de origen animal,de los capítulos 1 y 3 ncop.",3,1314778.4900450774
0403,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,1,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.,targeted+registry-declared,1305963.0700447753,3917889.2101343255,0.0001329911981046,Leches y cremas fermentadas excluido el yogur,2,1305963.0700447753
8419,HS92,312AD,Aparatos y dispositivos para calentado y cocción,312AD,Aparatos y dispositivos para calentado y cocción,clean,yes,13,DENIMED EQUIPAMIENTOS ODONTOLÓGICOS; DENSO MANUFACTURING ARGENTINA SA; ETI; FAME SA; FIGMAY,registry-declared,1281278.9300439288,3843836.7901317864,0.0001304775180258,Aparatos de destilación o rectificación de alcoholes y demás fluidos volátiles y los de hidrocarburos,11,1281278.9300439288
8207,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,6,ANTARES SRL; METALÚRGICA GERBAUDO SA; METALÚRGICA PROGRESO S.R.L.; TANTAL TUNGSTEN SOLUTIONS; ESTABLECIMIENTO METALURGICO MF S.R.L.,registry-declared,1232231.9933755808,3696695.980126742,0.0001254828814847,"Útiles de embutir,estampar o punzonar,de metal común",7,1232231.9933755808
2301,HS92,212Z,Resto de residuos alimenticios y preparados para animales,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,yes,0,,,1174538.5933736025,3523615.7801208077,0.0001196077426198,"Harina,polvo y ""pellets"" de carne,excluidos p/alimentación humana",2,1174538.5933736025
1209,HS92,107Z,Resto semillas y frutos oleaginosos,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,yes,4,CAVERZASI ORTIN SEMILLAS; PEMAN SEMILLAS; SAGRA; SMART CAMPO SEMILLAS,registry-declared,1163172.9267065462,3489518.780119639,0.0001184503334541,Otras semillas forrajeras ncop.p/siembra,3,1163172.9267065462
1103,HS92,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,yes,8,FAMIGLIA ROSSI - MOLINOS ROSSI; GRUPO ARCOR; EGRAN; GRANAM - COMPAÑÍA DE GRANOS AMERICANOS; MOLINOS FÉNIX ALIMENTOS - MOLINOS FÉNIX NUTRICIÓN - GRUPO ALIMENTICIO SA,targeted+registry-declared,1154543.600039584,3463630.8001187514,0.0001175715762223,Grañones y sémola de maíz,2,1154543.600039584
8477,HS92,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,yes,2,INSICON; TECNVAC,registry-declared,1147262.0833726674,3441786.2501180023,0.000116830071621,Máquinas extrusoras p/materiales termoplásticos c/diámetro de tornillo de hasta 300mm.,4,1147262.0833726674
0810,HS92,105Z,Resto de frutas frescas ,105Z,Resto de frutas frescas ,aggregate-resto,yes,1,GRANADAS ARGENTINAS,registry-declared,1139443.626705733,3418330.880117198,0.0001160338883726,Otros frutos frescos ncop.,1,1139443.626705733
6810,HS92,309A,Manufacturas de piedra y amianto,309A,Manufacturas de piedra y amianto,clean,yes,9,MOSAICOS BLANGINO; LA ELENENSE SA; KARIKAL; MOLDEAR; GRIGIONI MINERALES,targeted+registry-declared,1117410.7833716436,3352232.350114931,0.0001137901999407,"Tejas,baldosas y losas de cemento,hormigón o piedra artificial",4,1117410.7833716436
3921,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,1,KARIKAL,registry-declared,1115530.2833715794,3346590.8501147376,0.0001135987014568,"Placas,láminas,hojas y tiras de resina va melamina-formaldehído estratificada",5,1115530.2833715794
2007,HS92,210B,"Puré, pastas de frutas, etc",210B,"Puré, pastas de frutas, etc",clean,yes,5,ESNAOLA - GRUPO DULCOR; DULCOR; DULCES ORIETA - GRUPO DULCOR; GRUPO ARCOR; ESTANCIA EL ROSARIO,targeted+registry-declared,1108716.2967046793,3326148.8901140383,0.0001129048072177,Jaleas y mermeladas,3,1108716.2967046793
8434,HS92,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,yes,5,EL MAESTRO QUESERO; ETI; CGM EQUIPAMIENTOS; COMPUTROL; JORVIC,registry-declared,1025152.5000351474,3075457.5001054425,0.0001043951872352,"Máquinas y aparatos p/la industria lechera,ncop.",3,1025152.5000351474
